request_id,request
988,"i need my phone, but can't find it"
989,how soon will me package arrive
990,"by bus, how long would it take to get to detroit"
991,what would tomorrow's date be
992,what would be a fun fact about cats
993,give my my current points on my marriot rewards card
994,when is the soonest holiday
995,i flew on southwest airlines flight ab123 out of dallas and i can not find my luggage
996,can you find out if my vacation time off request has been approved or not
997,halt that immediately
998,please play the song that goes doo doo doo
999,i want to know how much vacation time i can use
1000,what is the temperature the ac display is showing
1001,i need a room in indianapolis near the track from may 2nd through the 5th
1002,let's change your accent
1003,"help me freeze my bank account, please"
1004,i need to play the song that goes like hey jude don't make it bad
1005,speak slower please
1006,can you check my tire pressure
1007,what kinds of questions can i ask of you
1008,female voice please
1009,i need know my credit limit on my american express card
1010,order my whole shopping list
1011,how long is the wait at fridays
1012,send the order for my entire shopping list
1013,don't talk so slow
1014,let me swap salt for baking soda
1015,can see you see if there are meeting rooms available between 9:00 am and 11:00 am
1016,"ai, stop talking"
1017,what do the ratings say about korean bbq
1018,tell me the status of my vacation request
1019,"so, does it take long to get to dodger stadium in anaheim"
1020,"alexa, buy a new television"
1021,what is the credit limit for my bank of the west card
1022,alter your accent
1023,name a few good steakhouses in chicago
1024,play a song for me
1025,i want all the things on the shopping list
1026,i need you to help me with some math if you can
1027,can you schedule a meeting with steve at the office
1028,help me pay my cable bill
1029,add everything to my shopping cart
1030,what does life mean to you
1031,i need to set a reminder to go to the post office
1032,help with credit card points
1033,how would i be able to check my kohls rewards card
1034,is there anyone available to help pay an internet bill
1035,"please play that song that goes, starships were meant to fly"
1036,i want recommendations for good sushi spots in los angeles
1037,what kind of petrol goes in the tank
1038,i need you to tell me the credit limit for my republic bank card
1039,can you tell me the current date
1040,what do i have on my reminder list
1041,what is the pressure like on my tires
1042,what are some good southern bbq restaurants in nashville
1043,please change your accent to a british male
1044,please help me locate my phone
1045,if i win 200000 how do i split it 7 ways
1046,how long does it take to get to applebees in nj
